"    ","Title                                                                                         ",Text,central_entity,type
"470 ","The Reason I Jump review – a sensitive autistic eye on the world                              ","A straight adaptation of The Reason I Jump, by the 13-year-old non-verbal autistic boy Naoki Higashida, would never have done his groundbreaking 2007 book justice. Higashida used his writing to answer the questions that the neurotypical world might have about the autistic experience. Jerry Rothwell’s approach to bringing the book to the screen is sensitive and creative, a sometimes expressionistic, sensually eloquent riff on the source material that draws in the voices of other autistic young people and their carers, and which continues the conversation that Higashida’s work initiated. The voices of neurodivergent people, the film explains, might not be articulated in spoken language: in India, Amrit finds her means of expression through drawing; in Arlington, Virginia, best friends Emma Budway and Ben McGann communicate through alphabet boards. Meanwhile, Rothwell uses the language of cinema – macro lens closeups, distortion, off-kilter framing and an evocative blend of sound design and score – to convey the autistic experience of the world.",The Reason I Jump,FILM
"471 ","Tyger Tyger review – spaced-out apocalypse chic in pandemic thriller                          ","Sometimes a film comes along that reminds you why you shouldn’t go to Coachella, Burning Man or any kind of rave-adjacent event filled with Gen Z kids or millennials. Not that this dystopian, near-future road movie is actually set during a music festival. It’s more like the sort of fare that might be projected in a movie tent at such an event, where people coming down off a bad dose of Molly lie about hoping the throbbing will stop soon. Unfortunately, this movie is the throbbing. The ostensible plot concerns some kind of pandemic knocking about (get ready for scads of movies with this theme coming out over the next few years) and rangy protagonist Blake (Sam Quartin) is worried she may have been infected by her greasy boyfriend Cole (Max Madsen). Nevertheless, her plan is to rob a drugstore to liberate a life-saving drug and pass it on to some kind of underground health maintenance organisation to save other people’s lives – as if Occupy ran Obamacare, maybe. But Cole ditches her and she’s left with a young friend named Bobby (Nekhebet Kum Juch) who lost her voice. Blake and Bobby eventually meet up with a junkie named Luke (Dylan Sprouse), who happened to be in the store when they were robbing it; for no very comprehensible reason, they kidnap Luke and drag him with them to a desert commune where more spaced-out young folk are loafing around and avoiding the apocalypse. Although several characters are meant to be either smackheads or sick, they all look picturesquely skeevy, like a heroin-chic fashion spread back in the 90s. This all might have been entertaining in an on-trend retro way if the acting weren’t so dismally poor, the dialogue so banal, and the whole thing so listlessly dull as it sputters towards an outrageously dumb Usual Suspects-style twist ending. Also, the film-makers are lucky poor old William Blake’s work is out of copyright, otherwise his heirs (were any to be found) would have a good reason to sue. • Tyger Tyger is released on 28 June on digital platforms.",Tyger Tyger,FILM
"472 ","Unearth review – fracking horror finds something nasty under the cornfield                    ","If HP Lovecraft had joined Extinction Rebellion, this is the kind of idea he might have come up with: a cautionary horror story about fracking, which disguises itself as a 70s ensemble drama before erupting into something altogether ickier. While Terrence Malick loved filming American cornfields at the hallowed “magic hour”, this awkward hybrid prefers loitering at what you might call “morbid hour”, with Korean cinematographer Eun-ah Lee bathing everything in sallow, deathly light. The blight beneath everyone’s feet is creeping into their hearts. Set in rural Pennsylvania, Unearth is a tale of two houses: the Lomacks and the Dolans. Beer-chugging divorcee dad George Lomack (Marc Blucas) is struggling to provide for his two daughters with a failing auto-mechanic business; dollar signs light up in his eyes when a gas-extraction outfit called Patriot Exploration comes calling with an offer for his land. This is much to the horror of Kathryn Dolan (Adrienne Barbeau, on fearsome form), matriarch of the neighbouring clan, who is fighting to keep her land productive, and whose photographer daughter Christina (Allison McAtee) likes blowing off some steam amid the corncobs with pent-up George. The film takes considerable care delving into these dynastic undercurrents, complete with a doomy biblical undertow. “If you make a tree good, its fruit will be good. You make a tree bad, its fruit’s gonna be bad,” augurs Kathryn. So makes it all the more jarring when Unearth explodes with little warning into full-on suppurating-wound, tendril-spouting eco horror for the final 20 minutes. No real explanation is apparently deemed necessary of the infection vector at hand: evil fracking. Directors John C Lyons and Dorota Swies go at the transition with gusto, including a highly disturbing episode featuring a toddler, and a nauseating demise for Barbeau worthy of her former husband, John Carpenter. But completely dropping the diligent previous character work, it becomes a directionless mess, flapping rampages through arable fields. Like the drilling operation, this was a script in sore need of a clean-up operation. • Unearth is available on digital platforms on 28 June.",Unearth,FILM
"473 ","Circumstantial Pleasures review – watchable weirdness and Covid prophecy                      ","Lewis Klahr is an American artist, collagist and animator who here presents a watchably weird curation of six short pieces made between 2013 and 2019. He’s cutting and pasting images from magazines and comic-books that float, bounce and pinball around the screen. The faces of Xi, Trump and Kim Jong-un will shuffle in and out of the frame like something by Terry Gilliam, and all to an accompaniment of experimental music by Daniel Rosenboom, Tom Recchion and Scott Walker; the latter’s 2012 album Bish Bosch is used, with its strident lyrics such as: “I’ve severed my reeking gonads and fed them to your shrunken face!” Klahr’s images are often about capitalism and alienation and it’s notable how they appear to prophesy the Covid lockdown, especially the first film, Capitalist Roaders, with its images of stymied travel, scrunched and folded banknotes and people in medical masks. Perhaps the point of capitalism was that it was supposed to be internationally unfettered. In more than one film, Klahr uses the disturbing picture of the jihadi gunman who shot dead the Russian ambassador to Turkey at an Ankara art exhibition in 2016. Perhaps he couldn’t resist this image of the ultimate situationist art nightmare. Not all the films are animations. In one, High Rise, Klahr uses a single digital video shot from a train approaching Beijing showing the eerie sci-fi megacity landscape of tall buildings. It is truly desolate. Repeatedly, Klahr appears to be creating a microcircuitry of repeating patterns. And their meaning? Perhaps there is none, or none that springs easily to mind. This could just be the endlessly ramifying texture of modern life, or perhaps the texture of our media consumption of this modern life. It is opaque, sometimes eccentrically comic, but intriguing. • Circumstantial Pleasures is on Mubi from 23 June.",Circumstantial Pleasures,FILM
"474 ","Fatima review – holy mother miracle retold with unbreakable faith                             ","Picking fault with faith films on dramatic grounds is like objecting to explicit sex scenes for being “boring”. Believers may well be swept away by this glossy account of the 1917 Miracle of the Sun in Fátima, Portugal – witnessed by 30,000 people and already the subject of feature films in 1952 and 2009. But given the inherent lack of drama in the kind of unbreakable faith on display here, anyone wishing to tell the story needs to work much harder than this laboured treatment to wring any nuance, conflict or indeed true sublimity from it. To be fair, director Marco Pontecorvo – son of The Battle of Algiers’ Gillo – doesn’t disgrace himself on the latter front. There’s an undeniable sacred frisson as Mediterreanean winds caress the olive trees and invisible feet flatten the saltgrass, as the Virgin Mary first visits three young shepherds Lúcia, Jacinta and Francisco, and anoints them as her messengers. The trio quickly attract followers among a war-weary populace eager for deliverance. But others think Lucia (Stephanie Gil) is just seeking attention, including the rational-minded mayor, eager to get a public order nightmare under control, and her own devout mother Maria Rosa (Lúcia Moniz), worried her daughter’s presumptuousness will anger Him upstairs. The gathering Catholic freight train is recounted in flashback, as Harvey Keitel’s author puts up some token scepticism years later to the now Sister Lúcia – played with transfixing steadiness by Sônia Braga and who, in real life, died aged 97 in 2005. One question he poses her is why Mary would ask three young children to suffer. Indeed, insisting she knows what’s best for them, and that they keep the most challenging of her prophecies to themselves – including that two of them will die young – the Holy Mother comes across here a bit like the ultimate gaslighting parent. “Faith begins on the edges of understanding,” is the sister’s response. In truth. Fatima is too secure in its faith to subtly probe such mysteries. Pontecorvo shoots the film radiantly – including a quick CGI excursion to hell – but there is something spiritually complacent about his slickness. As the shrouded Holy Mother strolls in across the plains once again, it’s like a heavenly Scottish Widows advert offering a discount on salvation. • Fatima is released on 25 June, in cinemas and on digital platforms.",Fatima,FILM
"475 ","Endangered Species review – bizarrely perky safari thriller deserves a mauling                ","The days of Africa-set films featuring white protagonists using glowing savannas as set dressing for first-world problems seemed to be numbered, but hold on: here is a fist-bitingly self-regarding family drama with Philip Winchester and X-Men’s Rebecca Romijn as Jack and Lauren Halsey, a seemingly dream couple off on a dream safari with son Noah and daughter Zoe, and her pothead boyfriend Billy. “Penny for them,” Lauren actually says to Jack, as they are Cessna-ing in. What is on this buff oilman’s mind, though, is that he has just been put on extended leave following an industrial accident. His secret soon spills too, and Jack is so desperate to please his wife that he ignores safari-park protocol and lets them get too close to the fauna: a female rhinoceros and calf. “Wait, we shouldn’t be getting between them, right?” says Billy, a brief lapse into sensible ideas. One upended van later, with Jack’s leg gored, no mobile phone reception or water, and diabetic Lauren’s insulin levels running on empty, the Halseys find themselves in a world of hurt. If you can accept the western-centric point of view, all the ingredients are here for a dusty, merciless thriller tussling with nature in tooth and claw. But despite the horrific circumstances, Endangered Species remains inexplicably stuck in the perky comic register of a US sitcom. When it’s not attending to their trite family issues – Jack’s unease with his son’s homosexuality, plus Jack’s uptight control freakery in general – there is the Miss World-level lip service to Global Problems. “We did a project about cobalt mining in the Congo for cellphone batteries. Do you know how much violence there is, corruption, child labour?” says Noah to Billy, his musings floating out over the splendour of the veldt. A murderous CGI leopard, speaking for all of us, thankfully interrupts this conversation. A third act swerve in which man proves to be the most dangerous animal of all finally adds some real stakes and makes the realpolitik lectures finally click, thanks largely to a devilish turn from Jerry O’Connell. But there is something fundamentally naive and pious about this film. Even the final takeaway declaration on poaching oddly quotes the director MJ Bassett herself (though she did start her career as a wildlife photographer). Maybe the all-female anti-poaching squad briefly featured – based on real-life teams at work now – would have been a better prism through which to view the film’s ideas. • Endangered Species is available on digital platforms on 28 June.",Endangered Species,FILM
"476 ","Sing, Freetown review – astonishing study of creative pain and pride in Sierra Leone","Cinema is often connected to dreams and triumphs, and yet failure can make for a far more arresting subject. This astonishing documentary both demythologises the creative process and captures a tortuous artistic collaboration full of human messiness and complexity. With an evocative opening image of a man paddling a small boat towards the shore, Sing, Freetown is about returning, both physically and metaphorically. The image recalls the history of Sierra Leone as a territory where liberated Africans resettled after the slave trade was outlawed. Bafta- and Emmy-winning journalist Sorious Samura is also on his own odyssey. Weary of reporting on the poverty and civil unrest in Africa, Samura has come back to Sierra Leone, his homeland, to create a theatre piece that is positive about the nation’s pride and its rich history. Joining him is Charlie Haffner, Samura’s friend, mentor and founding figure of modern Sierra Leonean theatre. The pair encounter funding difficulties and resistance from the government. These are to be expected; what they do not predict is how the project would irretrievably puncture their relationship. Making art on the postcolonial margins is complicated. Logistical issues aside, Samura and Haffner feel not just their own insecurities heavily on their shoulders but also centuries of collective angst, guilt and hurt. The film acutely captures this intellectual and emotional turmoil: a particularly searing moment is when Samura speaks to the camera, as if in confession, about how his journalism is perhaps complicit in serving up Africa’s traumas to the consumption of the white gaze. Haffner bluntly says that his former student only makes documentaries for white people, even as he himself suffers from the spectre of a personal tragedy. All of this might sound like heavy stuff, but Sing, Freetown is a dynamic film with a deep understanding of the country’s rhythm, as well as the ebb and flow of the two men’s rapport. This is a hugely special, rewarding documentary whose ending manages to encompass both victory and loss. • Sing, Freetown is released on 25 June in cinemas.","Sing, Freetown",FILM
"477 ","Senior Moment review – William Shatner has still got it at 90                                 ","The basic terribleness of this film is beside the point. Everything in this film, in fact, is beside the point, save for the fact that it stars the genetic miracle of the modern age, the all-time winner of the Dorian Gray award for looking younger than your age, more impressive even than Paul Rudd … the legendary William Shatner. Shatner plays Victor Martin, a roguish old Viagra-popping womaniser who loses his driving licence after a prang. He winds up having to take the bus, where he meets-cute with a lovely lady close to his age range, cafe owner Caroline Summers, played by Jean Smart (last seen as Kate Winslet’s mum in TV’s Mare of Easttown). We actually hear what age Shatner’s character is supposed to be: 72. Fair enough. Shatner could pass for younger. But the staggering fact is he is 90. And you can easily spend the entire film hissing to yourself as you gaze awestruck at his beaming, slightly waxy but very clear face: “Ninety! He is 90! Is it special effects? Work done? A pact with Satan?” There is a fair bit of cringey stuff here, especially the gruesome opening scene in which Victor washes his beloved sports car and murmurs: “You’re a dirty girl … ” But it has to be said that sentimental regard for the great Starfleet captain turned admiral compels a certain amount of loyalty to this ridiculous nonsense. And, in fact, Shatner plays all the absurd comedy gamely enough, as indeed does Smart. The great Portuguese auteur Manoel de Oliveira continued making films until his late 90s. It could well be that Shatner will do the same. Why not a new Star Trek? • Senior Moment is released on 28 June on digital platforms",Senior Moment,FILM
"478 ","Edgar Wright and Kenneth Branagh to premiere latest at Toronto film festival                  ","New films from Kenneth Branagh and Edgar Wright have been announced as part of this year’s Toronto film festival. The festival, which is typically seen as a major launchpad for films aiming for Oscars, will return to an in-person iteration this year after last year’s was mostly online as a result of the pandemic. Branagh’s new film Belfast, which he directed and wrote, is a semi-autobiographical tale about a working-class family in the late 60s starring Jamie Dornan and Judi Dench. “It’s about coming home – a dramatic journey of excitement, emotion and humour,” Branagh said. Wright’s eagerly anticipated thriller Last Night in Soho is the story of a young woman who encounters a portal that takes her to 1960s London. It stars Anya Taylor-Joy, Thomasin McKenzie and the late Diana Rigg. “I always like to gravitate towards making a film in genres I miss, and there’s a certain type of psychological horror film that you got more in the 60s and 70s that have something of an operatic nature,” Wright said to Empire. “I’m using that kind of visual grammar.” The two films were announced as part of a limited initial lineup consisting of just nine titles. Other premieres include The Starling, a drama starring Melissa McCarthy, and Lakewood, a thriller starring Naomi Watts. There will also be documentaries about the singers Dionne Warwick and Alanis Morissette. While in-person screenings and events will return, a digital component will remain for those unable to physically attend. “We are confident in our planning for a return to in-person screenings as part of Tiff as both the province and country accelerate vaccination rollout,” said Peter Nord, the festival’s consultative partner on health and safety for the pandemic. “Canada’s first-dose immunization rate has surpassed the US, and recently reached the best rates in the world.” Next month sees a return for the Cannes film festival with major premieres including Wes Anderson’s The French Dispatch and Sean Penn’s Flag Day while this year’s Venice film festival is set to see the first screening of Denis Villeneuve’s Dune.",Edgar Wright and Kenneth Branagh,FILM-CREW
"479 ","Sweat review – the loneliness of the social media influencer                                  ","In theory, it should be possible to create a drama about a social media influencer and motivational fitness celebrity that isn’t all about the hidden loneliness and shame of her shallow existence. It should be possible to show such a person being a huge hit in public and perfectly content in private. But this movie from Poland-based Swedish director Magnus von Horn pretty much goes for route one, and despite some interesting touches, it promises much more in terms of shock and character insight than it ever really delivers, with some contrived and unconvincing plot transitions. Sylwia (Magdalena Koleśnik) has 600,000 followers for the Instagram account on which she obsessively posts, detailing every aspect of her day as a successful single woman, running colossally popular fitness events with her beefcake male assistant Klaudiusz (Julian Świeżewski). He clearly has a major thing for her, though at one crucial moment he shows a very implausible kind of restraint. She is living in a sleek apartment with her adorable dog, Jackson; there’s a new fitness DVD out and everything seems to be going well. But she’s recently gone viral with a video in which she tearfully confessed to wretchedness at not having a boyfriend and, far from praising her emotional honesty or caring for her mental health, Sylwia’s sponsors are hinting this is a downer and they may cancel her contract. To make things worse, Sylwia has a creepy stalker hanging out outside the apartment block and it is the birthday of her widowed mum Basia (Aleksandra Konieczna), who is hosting a party at which all the family are invited, including Sylwia’s beamingly pregnant cousin. There are some good scenes in the mix here: particularly when an old schoolfriend of Sylwia bumps into her at the mall and starts miserably confessing the grim things that are happening in her life, so different, of course, from Sylwia’s ostensible glamorous success. But this film isn’t really sure where it’s taking us and how, or if, it wants to surprise us, and the key scene with Klaudiusz doesn’t work. • Sweat is released on 25 June in cinemas and on Curzon Home Cinema",Sweat,FILM
"480 ","The Man Standing Next review – a thrilling scramble for political power in 70s South Korea    ","This is a suspenseful but fiendishly complex political thriller from South Korea, which was the country’s submission for best international film for the most recent Oscars, though it didn’t make the final five shortlist. That doesn’t necessarily mean it’s not a solid film, but viewers whose introduction to Korean cinema was director Bong Joon-ho’s Parasite, which rightly won all the big prizes the year before, should be warned not to expect anything quite as audacious or accessible here. In fact, director Woo Min-ho’s drama feels aimed more at a domestic audience, covering as it does the tense days in 1979 when a military coup and an assassination determined who would ultimately come to power. Although based on actual events, a disclaimer at the beginning warns that some dramatic licence has been taken to tell the story, which was in turn based on a novel. At the centre of the story is President Park (played by Lee Sung-min), who has been the top dog for 18 years. His de facto second in command is the head of the Korean CIA, Kim Gyu-pyeong (Lee Byung-hun, excellent), a narrow-faced civil servant who shuttles diplomatically between Seoul and Washington DC, where another compatriot, Park Yong-gak (Kwak Do-won), is testifying before a US congressional committee and threatening to publish a memoir that will spill the beans about corruption in the highest ranks of the government. That’s just the start of a complex quadrille of alliances and betrayals, performed mostly in darkened, panelled rooms, as the soundtrack provides a constant percussive beat spelling doom for several figures. There’s a long wait until something really meaty happens, in every sense, but the climactic killing in a restaurant, complete with spluttering arteries and swooping camerawork, is just about worth the wait. • The Man Standing Next is released on 25 June in virtual cinemas.",The Man Standing Next,FILM
"481 ","Michael B Jordan renames rum after accusations of cultural appropriation                      ","Michael B Jordan has issued an apology, in the fallout from his announcement over the weekend that he was launching a line of rums called J’Ouvert. The term signals the start of carnival in the Caribbean and is a cornerstone of tradition in Trinidad and Tobago; Jordan’s use of the word was felt by many to be cultural appropriation. Critics were particularly angered by the line in Jordan’s trademark filing that claimed the term has “no meaning in a foreign language”. An online petition to stop the trademark had already topped 12,000 signatures and the government of the islands also expressed deep concern over the plan. Singer Nicki Minaj, who comes from Trinidad, urged Jordan to change the “offensive” name on Tuesday; later that day Jordan posted an apology on Instagram Stories. “I just wanna say on behalf of myself &amp; my partners, our intention was never to offend or hurt a culture (we love &amp; respect) &amp; hoped to celebrate &amp; shine a positive light on,” he wrote. “Last few days has been a lot of listening. A lot of learning &amp; engaging in countless community conversations ...” “We hear you. I hear you &amp; want to be clear that we are in the process of renaming. We sincerely apologize &amp; look forward to introducing a brand we can all be proud of.” The term “J’Ouvert” originates from the French for daybreak; its relationship with the start of carnival in the Caribbean dates back to the 1800s. At the start of the week, the minister of trade and industry, Paula Gopee-Scoon, told Trinidad and Tobago Newsday the intellectual property implications of the filing were “of extreme concern”.",Michael B Jordan,PERFORMER
"482 ","Thelma & Louise stage musical in the works                                                    ","A musical based on Thelma &amp; Louise, the Oscar-winning 1991 film starring Susan Sarandon and Geena Davis, is in preparation, it has emerged. The film’s writer, Callie Khouri, told the Hollywood Reporter at a 30th anniversary screening that the project was in its “very early stages”. “We’ve got a book and we’ve got music but because of the pandemic, we haven’t all been together in a very, very long time. So, it’s still in its nascent stages, but it’s very promising.” Khouri, who won an Oscar for best original screenplay for the film, added that the musical will be “a completely different animal” from the film, which was directed by Ridley Scott, and that she had previously been reluctant to rework the movie. “There have been queries over the years, but I didn’t really want to see it. I just felt like [the film-makers] nailed it.” The film tells the story of two women who ditch their frustrating lives to go on a road trip which then turns desperate after Louise (Sarandon) kills a man who attempts to rape Thelma (Davis). It was a commercial success on its release and was nominated for six Oscars (with Khouri the only winner). In the years since, its feminist credentials have ensured it remains a cultural touchstone. According to the Hollywood Reporter, performer-playwright Halley Feiffer is writing the script for the musical, and singer-songwriter Neko Case will provide original songs, with Trip Cullman (a regular collaborator with Feiffer) due to direct.",Thelma & Louise,FILM
"483 ","The Filmmaker’s House review – a microcosm of British society pops round for tea              ","“I’m not bloody interested in serial killers, Rachel; I’m interested in ordinary human beings,” sighs veteran documentary-maker Marc Isaacs on a Skype call to his producer, who tells him programmers are only interested in sensationalist themes nowadays. Isaacs sticks to his guns. As the title implies, this inventive but flawed effort barely leaves his London terrace home. What’s less obvious, at least initially, is whether it is documentary or fiction. The eventual answer is a bit of both. Having chronicled so many aspects of Britishness in his documentary career, Isaacs contrives a sort of microcosmic state of our multicultural nation here: a gentle clash of cultural attitudes and boundaries. The dramatis personae are craftily assembled. There is a Slovakian homeless man, Mikel, whose request for a drink becomes an extended stay. Isaacs’ Colombian cleaner, Nery, who has recently lost her mother, happens to be in that day. As does his builder Keith, a textbook old, white, overweight Englishman with a passion for football and a dodgy heart. By “coincidence”, just as Nery is dealing with the cat bringing a pigeon into the house, Isaacs’ niqab-wearing Pakistani neighbour, Zara, pops round with a gift of food during Ramadan. The conversations and interactions between these people are revealing and entertaining. Their contrasting attitudes towards home, hospitality and family are thought-provoking. But there is a “structured reality” feel to proceedings which leaves us doubting their authenticity. (No serial killers turn up, but there is a brush with mortality.) These people appear to be non-actors playing themselves, but not always convincingly. This is especially true of Zara, whose readiness to explain and criticise her own culture feels implausible. Isaacs himself is a playful, self-deprecating presence, but just as the story falls between stools of fact and fiction, so his own positions as generous host, privileged employer and dispassionate observer make for a certain awkwardness. It doesn’t quite come off, but it’s a laudable attempt. • The Filmmaker’s House is released on 25 June in cinemas and on digital platforms.",The Filmmaker’s House,FILM
"484 ","Dogtanian and the Three Muskehounds review – delightfully retro canine capers                 ","This animated feature, executed mainly with 3D CGI rendering, offers a new, feature-length version of the novel The Three Musketeers but, as the title suggests, with dogs playing the leads. Yet the film is only partly based on the narrative DNA of Alexandre Dumas’ original book. The rest derives from the vintage 80s cartoon series Dogtanian, created by a Spanish production company, which told pretty much the same story but with shonkier, though immensely charming, traditional cel animation. That series was so endearing partly because the characters were pleasingly expressive in design terms, and largely faithful to the book’s iconic original characters. The Snoopy-like Dogtanian (voiced here by Tomás Ayuso), for example, a character design that persists from the series through to this film, is the talking beagle character at the story’s heart, and is recognisably similar in personality to the ingenuous, chivalrous hero in Dumas’ book. And the dog-breed characteristics of the three other Muskehounds map satisfyingly on to the original characters: effete, couplet-rapping Aramis is depicted as a foppish spaniel. Dogtanian’s love interest, Juliette (Karina Piper) is a lithe, golden coloured Afghan, the king a King Charles spaniel, and so on. This breed/species stereotyping extends throughout the Dogtanian universe with supporting villain Milady being incarnated as a slinky Siamese cat, transformed here into an ace sword fighter in a slinky cat’s catsuit, as it were, just to make her a little more empowered than the simpering, begowned schemer of the 1980s version. And here, Dogtanian’s duplicitous rodent sidekick, Pip, however, is somehow more grating and repellent, maybe because of the voice casting or the fact that he anachronistically moonwalks when excited. As with so much anthropomorphic animation, nothing explains why some species can walk upright, talk and rule the world while others, particularly horses, are still roughly the same as our real-world horses. The designs for the backgrounds in the current film perhaps lack some of the finesse of the character work, but are serviceable. All in all, there’s something delightfully retro about the whole package, particularly as it sticks doggedly, in every sense, to the raw fundamentals of Dumas’ story. • Dogtanian and the Three Muskehounds is in cinemas from 25 June.",Dogtanian and the Three Muskehounds,FILM
"485 ","Bare review – naked dance film conceals more than it reveals                                  ","While the sight of naked flesh has always been a sensitive area in cinema history, male frontal nudity elicits especially visceral responses. In a still male-dominated industry, it is woefully normal for female bodies to be seen as mere objects of desire. In contrast, a penis on screen still triggers shock, discomfort and even a vulnerability that some viewers, along with censors, find hard to confront. Through chronicling the months-long rehearsals of a modern dance piece called Anima Ardens, for which every male dancer performs in the nude, Aleksandr M Vinogradov’s documentary aims to remove the taboos attached to the male form. Bare could have been radical, or at least intriguing, but it really is dull. This is partly due to the abstract nature of dance director Thierry Smits’ work. With an elusive ideal of masculinity in mind, he asks the dancers to perform like beasts and emphasises unsophisticated movements. At times, the troupe clearly feel frustrated, as if the piece exists in chunks rather than an emotional whole. The film’s structure is similarly unfocused. Beautiful shots of the dancers’ naked bodies contorting into abstract shapes are punctuated with millisecond-long inserts of words such as “MASCULINITY”, “WEAKNESS” and “666”, flashing on a blank screen, and snippets of classical paintings that depict male nudity. Such hollow flourishes undermine the arresting physicality of the dancers’ movements. The film’s most uncomfortable moment, however, has nothing to do with nudity. In an early audition, a dancer questions the presence of the camera and shows concerns about being filmed naked. Only then does Smits explain that a documentary is being made. That this fact was not disclosed beforehand is particularly questionable. Ironically enough, a filmed performance of Smits’ piece, also directed by Vinogradov, is available for free on Vimeo; if anything, it’s a more illuminating and poetic work on the male form. • Bare is released on 28 June on digital platforms.",Bare,FILM
"486 ","Ultraviolence review – still no justice in follow-up doc on deaths in UK police custody       ","Twenty years in the making, Ken Fero’s Ultraviolence is the follow-up to Injustice from 2001, a documentary that is the most important British nonfiction film of my professional lifetime: a radical, passionate work about the ongoing scandal and tragedy of deaths in UK police custody, largely of black men. That film challenged the consensus and earned Fero and his co-director Tariq Mehmood nothing but obstruction from the authorities. The police federation threatened him with writs and the terrestrial broadcasters nervously shied away. Nowadays, it is precisely these establishment figures who have learned to make blandly respectful noises at the mention of Black Lives Matter and George Floyd. But for decades, Fero has been telling them that it’s been happening right here, in the UK, under their noses. Between 1969 and 1999, a thousand people died in police custody without prosecution, and the situation has carried on in the 21st century. Injustice talked about the heartwrenching cases of Paul Coker, Christopher Alder and many more: black men whose initial arrest on some minor matter of disorder spiralled into ugly violence, brutal subjection techniques, death and cover-up within the walls of the police station. Fero has here given us an update: grimly, it is a case of more of the same: more deaths, more protests, more waffle from the Independent Office for Police Conduct, more press conferences, more stonewalling that leads the angry grieving families up endless flights of the Escher staircase. Now, the film itself is undoubtedly a bit raw and rough round the edges: it does not have the smooth gloss of a bigger budget film on a safer subject. In its way, Ultraviolence is protest cinema, underground cinema, with big rhetorical gestures and Godardian intertitles that come straight from the 1960s. And on a personal level, I can’t sign up to George Galloway as an expert witness in the way this film does. But the new video footage Fero now has, taken from police station CCTV, is horrifying. This makes every other documentary look obtuse and irrelevant. • Ultraviolence is released on 25 June in cinemas, and on 5 July on BFI Player. • Join a Guardian Live discussion looking at the global impact one year on from the murder of George Floyd. With Oliver Laughland and a panel of global activists including Rokhaya Diallo, Gacheke Gachihi and Rina Odula. On Wednesday 30 June, 7pm BST | 8pm CEST | 11am PDT | 2pm EDT. Book tickets here",Ultraviolence,FILM
"487 ","Sweat review – behind the scenes of the Insta influencer                                      ","We’re used to seeing social media stars from a particular vantage point: the ring-lit, face-on front camera of their mobile phones. Swedish writer-director Magnus von Horn’s shrewd second feature, about a fictional Polish fitness influencer, Sylwia (Magdalena Koleśnik), constantly readjusts its angle. Michal Dymek’s frenetic, often handheld camera examines Sylwia in extreme closeup, looking at her sideways and tracking her from behind. She is beautiful, adored and alone. She doesn’t have friends or sex or “eat cake”. Yet the film is not a straightforward send-up; it shows compassion for Sylwia and her search for self-definition – for her loneliness and her labour, its drudgery and its physical strain. Von Horn understands the gap between Sylwia’s authenticity online – mediated through the safety of a screen – and the intimacy her followers feel entitled to in real life. After a video post in which she cries about being single goes viral, an old classmate opens up to her about a miscarriage, while a middle-aged man, Rysiek (Tomasz Orpinski), stalks her outside her apartment. Sylwia isn’t emotionally equipped for either. In cinemas and on Curzon Home Cinema",Sweat,FILM
"488 ","Triumph review – RJ Mitte grapples with sporting ambition in the wrestling ring               ","With actors with disabilities often confined to supporting roles, Triumph could have been a breath of fresh air. Centring on the rarely seen athletic journey of a character with a motor disorder, this underdog, coming-of-age sports movie has a big heart but lacks the competency to execute its aspirational premise. Mike (RJ Mitte) is a handsome high school freshman with a particularly disarming smile. He dreams of joining the wrestling team; however, because he has cerebral palsy, the obstacles are numerous. Not only does Mike endure jeers and bullying from other students, his caring but overly protective father also attempts to dissuade him from participating in organised sports. In the face of such hurdles, Mike fortunately has the unwavering support of the tough-but-fair Coach Cutting (Terrence Howard) and his new best friend/star athlete Jeff (Colton Haynes). With each arduous session of training, Mike not only grows as an athlete but also acquires timeless life lessons. Inspired by the teenage years of screenwriter Michael D Coffey, who grew up with cerebral palsy, the film does strive for authenticity, especially in terms of casting. Best known for playing Walter White Jr in Breaking Bad, Mitte has the condition himself, and infuses a rather thinly written character with a lot of tenacity and charisma. In fact, though based on truth, the story feels more like a sports film checklist, restlessly jumping from one cliche to another with little emotional weight. In contrast to Mitte’s committed performance, Howard pretty much phones it in with a near monotonous line reading; the cinematography is also particularly distracting, with a penchant for a halo-like effect that obscures the characters’ faces and proves especially ill-suited during wrestling sequences where the athletes’ bodies become blurry rather than powerful. This might work as an OK family-friendly watch, but good intentions are not enough to make a good movie. • Triumph is released on 28 June on digital platforms.",Triumph,FILM
