Title,Text,central_entity,type
Digger review – family tensions are unearthed in slow-burn Greek drama,"Its plot featuring a giant mining corporation known as “the monster” tearing up the landscape and causing bitter division among the hard-drinking local populace, this handsomely shot drama could be taking place in rust-belt America. But this is backwoods Greece, where forest rancher Nikitas (Vangelis Mourikis), first seen fending off a landslide caused by the miners’ activities, is fighting a running battle to keep them from despoiling the haven he loves. A motorbike throttle at midnight announces the arrival of his estranged son Johnny (Argyris Pandazaras), whose need to claim his inheritance adds to the pressure on Nikitas to ship out. With this father-son conflict, and a liking for contemporary imagery like Johnny’s motocross track to liven up the classicism, director Georgis Grigorakis in his feature debut makes a claim on the same kind of romantic-realist territory as Jacques Audiard. Father and son are forced to cohabit in Nikitas’s forest cabin; their feuding starts small – he tries to make Johnny wear slippers inside – but gradually becomes inflamed by past grievances. Mourikis, looking like a skulking Leonard Cohen, coolly underplays the resentment and regrets until they explode at the corporate lackeys, like when they cut down his walnut tree. It’s a shame that, as it ramps up, this generational tension isn’t dramatised with the sharpness it might have been. Johnny is more thinly drawn, leaving Digger over-reliant on Nikitas’s selfish idealism – and some occasionally on-the-nose scenes revolving around it. Luckily, Grigorakis’ breakdown of the town’s factions is more subtle. And he and cinematographer Giorgos Karvelas not only have an eye for striking visuals, but they know how to use them in amplifying counterpoint: the forest dells are filmed with the protective intimacy Nikitas feels for them, as against the shock and awe of the mining excavator’s behemoth teeth. A bracing backdrop for a world-weary but engaging film. Released on 16 February on Mubi.",Digger,FILM
What Lies Below review – a dire coming-of-age horror with a fishy twist,"You might find enough giggles in this stupendously silly coming-of-age horror to keep yourself amused. But, honestly, it’s not really funny enough to be enjoyably bad – even with a bizarro erotic storyline involving humans and fish. It stars Ema Horvath (who, it’s fair to say, looks pretty uncomfortable) as 16-year-old Liberty, back from summer camp to find that her mum, Michelle (Mena Suvari), has installed a young new boyfriend in their home. He is superhunk John, an aquatic geneticist played by Trey Tucker, whose wooden acting I doubt would make the grade in a porn film. Embarrassingly, Liberty can’t hide the fact that she has a massive crush on John. Worse, he creepily stares at her while making out with her mum in the kitchen – and walks around the house naked. Director Braden R Duemmler creates zero tension in these moments. Is there an erotic frisson between Liberty and John? Or does his behaviour amount to grooming? Through all of this, mum Michelle is clueless and poor Suvari has nothing to do but drool over John, and pant terrible cougar-ish lines like: “I’m riding him constantly.” As it happens, the question about which lucky lady has the keys to John’s heart melts away when he is seen – a la Troy McClure – pervily eyeing up specimens in the tank in the basement; fish are his one true love. “You’re kind of a weird dude,” says Liberty, underplaying the freaky plot twist. To prepare you for that, there’s a mad scene in which Liberty gets her period in a rowing boat with John – who leans over and licks the blood, a peculiar quiver passing over his face. The denouement when it comes is meant to be shriek of pure sci-fi horror; but really, you’d find better entertainment – and more energetic acting – watching a fish tank. • Released on 22 February on digital platforms.",What Lies Below,FILM
White Colour Black review – Dudley O’Shaughnessy is one to watch,"British-Nigerian director Joseph Adesunloye’s feature debut – made in 2016 but only now seeing the light of day – is the story of a London photographer travelling to Senegal for his father’s funeral. It’s a drifting movie, not entirely successful but grounded by the undeniable screen presence of boxer turned model turned actor Dudley O’Shaughnessy. (He was in the recent season of Top Boy; in his modelling days he appeared opposite Rihanna in the video for We Found Love.) Here he plays Leke, a fashion photographer living the dream in Hackney; home is a loft-style flat overlooking the city and Leke is about to open a major show in China. The film begins with a couple of fake-feeling gallery scenes, everyone head-to-toe in black and air-kissing with extravagant mwah-mwahs (this is the art world recognisable from other movies rather than real life). Despite his success, Leke seems detached from his life in London. He is also ignoring telephone messages from Senegal, where his father is seriously ill. When the inevitable call comes – his dad has died – Leke flies to Dakar. A family friend has arranged for a taxi driver to be his guide. “What do you speak? French? Wolof?” Leke shakes his head no. “Mon ami,” says the guy. “Tu est perdu. You are really, really lost.” Leke zones out, staring out of the taxi window. But Dakar switches him on; he photographs everything around him and starts seeing beautiful Badewa (Yrsa Daley-Ward). Then, reluctantly, he makes the journey to his dad’s village. Someone alludes to a family rift that is never explained – and the script continues in the same vein, revealing nothing about Leke, his childhood or sense of identity. That reticence is frustrating. But O’Shaughnessy – three parts swagger, two parts tenderness – pulls it along nicely. He’s a talent to watch. • Released on 19 February on Curzon Home Cinema.",White Colour Black,FILM
Ashes in the Snow review – heartfelt but brutal YA gulag drama,"Here’s a soapy, semi-harrowing wartime drama based on Ruta Sepetys’s bestselling YA novel Between Shades of Gray, about a teenage girl deported to a Soviet gulag. The book was written for teenagers but discovered by adults; the issue for the movie seems to be uncertainty about which audience is the target. It’s a sometimes hard-hitting, always heartfelt film – and star Bel Powley is an actor with an umami-style knack for adding depth to any film she’s in. But cynical viewers over 17 may find themselves rolling their eyes at snogs grabbed outside prison huts. We start in Lithuania in 1941. Powley is 16-year-old Lina, a promising artist whose father, a university professor, is suspected of working against the Soviets. One night the entire family is arrested; Lina, her mum and little brother are loaded onto a cattle car and transported to a prison camp in Siberia. The commander, icily cruel Komarov (Peter Franzén), sentences them to hard labour in unbearable conditions – digging beetroot out of frozen mud day after day with their bare hands. The characters speak mostly English, though Russian lines are in Russian. There’s no other way around the language problem I suppose, but it is distracting; you can never quite forget you’re watching actors in pretend-dirty clothes talking English with eastern European accents. The film’s pace flags a fair amount, but director Marius A Markevicius sensitively shows Lina’s humiliation and horror as a teenager in the camp. Arriving after weeks on a cramped train with no toilets or water, the prisoners are ordered to strip naked for washing. Lina is mortified by the prospect of getting undressed in public, especially since the boy she likes (Jonah Hauer-King), is standing nearby – in true YA style, atrocity and tragedy can only ever be a backdrop to an epic love story. Though to be fair, Markevicius doesn’t flinch from brutality: upsetting scenes showing prisoners being arbitrarily shot dead and an attempted rape scene more than earn the 15 certificate. A war drama with stabilisers. • Released on 19 February on Amazon Prime Video.",Ashes in the Snow,FILM
Shook review – stalk-and-slash horror with social media angle,"Shook opens with a smart satirical visual gag. It reveals the cast of characters, a bunch of female online influencers who pimp out various products, arriving at a swanky event, complete with popping flashbulbs. An edit from another angle shows not all is as it seems, which pretty much sets the tone for the rest of the film: a thriller in the stalk-and-slash tradition but one that keeps pulling the rug out from under the viewer’s expectations. After the first gory bit of wrong-footing (literally, it involves a shoe as weapon), blonde beauty specialist Mia (Daisye Tutor) emerges as the main protagonist. After she arrives at her family home in the suburbs to watch cute lapdog Chico for her sister Nicole (Emily Goss) for a few days, it gradually becomes clear that Mia and Nicole’s mother died not so long ago, and that the two sisters have a rancorous relationship, mostly because passive-aggressive Nicole resents flighty, irresponsible Mia for not helping out more when their mother was dying. Seemingly surgically attached to her smartphone, Mia streams updates to her fans, and checks in with other friends across town who keep asking her to come over and party with them. But then the neighbour from across the street (Grant Rosenmeyer) reaches out via text and call, and it becomes clear that he might be a suspect in a string of dog and people murders in the area. Once the danger is established, writer-director Jennifer Harrington gets to work deploying jump scares and reveals that are strictly off-the-shelf generic scary stuff. What makes this a little more interesting is the whole social media/home-surveillance angle, which creates certain interesting challenges to demonstrate what’s going on in different places. Harrington uses simple projections on the scenery to show what’s happening in Mia’s phone; later, there are Zoom-style split-screens with multiple characters watching numbly as horror unfolds. It’s all very 2021, and you can’t help wondering how it will age, but as a launching pad for the director and her cast, it’s a very serviceable platform. Tutor is particularly good at looking terrified, and manages to make the vapid, narcissistic Mia just sympathetic enough that you don’t necessarily want to see her, or cute widdle Chico, get killed. • Released on 18 February on Shudder.",Shook,FILM
The Owners review – OAP burglars get more than they bargained for,"This nifty thriller, set mostly in a grand manor house deep in the British countryside, has an impressively evil streak and a clever twist or two that perhaps are not hard to see coming if you’re experienced in the genre. Even so, director Julius Berg, who has worked mostly in French TV and makes his feature debut here, has a knack for ratcheting up suspense and finessing the technicalities in order to maximise the creepiness. For example, the sound design (by Ben Baird) is outstanding, an almost palpable entity that shimmers with synthesiser drones and distorted noises generated by the plot. Elsewhere, when the violence and anxiety reaches its zenith, the film switches aspect ratio to a boxy, nearly square format, heightening the claustrophobia; it’s the sort of thing you might not notice at first but affects the viewing experience in subtle ways. The idea is that three local no-hopers with varying degrees of criminal aspiration plan on burgling the home of Dr Richard and Mrs Ellen Huggins (Sylvester McCoy and Rita Tushingham), a cuddly pair of old dears. Chunky dimwit Terry (Andrew Ellis), the son of the Huggins’s cleaner, has heard they’ve got a huge stash of cash and valuables in the house, and has tipped off his harder, meaner friend Nathan (Ian Kenny) – who has brought along even nastier Gaz (Jake Curran, sporting a truly evil mullet and white dreadlock hairdo). But the sudden appearance of Nathan’s girlfriend, Mary (Maisie Williams), annoyed because Nathan has taken her car and she needs to get to work, throws the plan off kilter, as does the unexpected return of the owners of the property. The young cast are pretty good, but seasoned players McCoy and Tushingham are the real scene stealers, especially Tushingham with those still-wondrous marble blue eyes, just as mesmerising as they were back in the day when she was a British It girl, starring in A Taste of Honey and The Knack … and How to Get It. • Available from 22 February on digital platforms.",The Owners,FILM
Butchers review – worn-out horror tropes salvaged by good performances,"Here is another one of those horror flicks where young people on holiday in rural places are terrorised by crazed degenerates. Even if Butchers is more preoccupied with paying homage to its slasher ancestors than carving out its own turf, the opening scene is atmospheric enough. Against the icy canvas of a snow-covered graveyard, two brothers, Owen (Simon Phillips) and Oswald (Michael Swatton), are burying their mother: the occasion is solemn as Owen delivers a half-hearted two-sentence eulogy. But things kick off when they glimpse a car breaking down, and straight away we are into gore as the brothers ambush and brutally terrorise their first victims. Unfortunately, Butchers struggles to keep up this momentum after the film cuts to two 20-something couples speeding through this cursed terrain. (The brothers are not professional butchers but rather hobbyists with a makeshift slaughterhouse.) These young city folks are eminently dislikable – two of them are hooking up and cheating on their respective partners – yet none of these details helps flesh them out, nor encourage much sympathy at their gory demise. Backwoods killers are a common enough device, but Butchers takes the odd decision to have its Canadian killers speak with a southern drawl à la Texas Chainsaw Massacre, an intentional incongruity that doesn’t really work. Heavy-handed sound effects don’t help, either. Nevertheless, despite the meandering script, it’s Phillips’ performance that keeps the film’s pulse going. His Owen is exhilaratingly unpredictable, alternating between moments of meticulous villainy and sheer lunacy – one moment he will be refitting a spooky music box while eyeing his oblivious prey, next he will be whacking his victim bloodily, channelling a kind of biblical righteousness that makes him slippery, fascinating and, most importantly, terrifying to watch. Despite Phillips’ cleaver-wielding swagger, however, Butchers is pretty much dead meat, an amalgam of worn-out tropes unsuccessfully zombified to life. • Released on 22 February on digital platforms.",Butchers,FILM
Archenemy review – wacky fight for justice in parallel universes,"Small, imperfectly formed but quite entertaining all the same, this wacky sci-fi-adjacent feature stars Joe Manganiello (from the Magic Mike movies and, let’s not forget, Smurfs: The Lost Village) as an intense, homeless man with a cut torso who calls himself Max Fist. Max has a taste for hooch and crystal meth but also claims to be a super powerful fighter for justice from a parallel universe – a realm that just so happens to be accessible through an abandoned shopping mall in grotty Edge City where the action is set. While all that unfolds in a real enough looking US city, shot on film stock, the stories Max narrates about his previous life in the other universe are illustrated with some groovy looking animation and a mix of stylised drawings and computer renderings, mostly in a hypersaturated palette of electric blue and magenta pink. This colour scheme persists throughout, cropping up in the live-action sequences, too, giving the whole film a pop art, candy-coloured artificiality that’s pleasingly retro. The film’s other heroes, a teenager named Hamster (Skylan Brooks) and his tough older sister Indigo (Zolee Griggs) feel drawn very much from a 21st-century gallery of archetypes, what with Hamster aspiring to make it big as an influencer online while Indigo is breaking through the glass ceiling as a female drug dealer, working for a local thug known only as the Manager (Glenn Howerton, hamming it up amusingly). Writer-director Adam Egypt Mortimer moves seamlessly between the two registers, although, in truth, the last act feels breathless and rushed. Mumblecore star Amy Seimetz (Upstream Color) makes it all worthwhile with a turn that doesn’t get that much screen time but leaves a huge impression. • Released on 22 February on digital platforms.",Archenemy,FILM
Pelé review – valedictory tribute to Brazilian football great,"Here’s a slightly more upscale contribution to the deluge of feature-length football documentaries that have flooded our screens in the last few years. Pelé is the apex talent who underpinned Brazil’s rise to unquenchable glory in the 1960s, culminating in the epic 1970 victory over Italy in the World Cup final – itself crowned by the endlessly replayed Carlos Alberto goal set up by Pelé’s cute lay-off: the cherry on the icing of the cake of football’s golden age. In truth, Pelé is’s stardom was partly founded on his smiley, boy-next-door persona and he is a fundamentally undramatic figure – certainly compared to the chaotic lord-of-misrule that was Diego Maradona, his only serious rival in the greatest-of-all-time stakes. Consequently, this admiring profile is considerably more sedate than Asif Kapadia’s rollicking biography of Maradona, though benefiting from an extensive interview with Pelé, who is now unable to walk without assistance. While Pelé’s footballing feats – inspiring Brazil to three World Cup wins, spending almost his entire career knocking in more than 1,000 goals for the same small Brazilian club, a brief foray to New York in the mid-70s – may seem to belong to ancient history, there’s a comfort-blanket familiarity about running through them once again. Where this film does turn up interesting material is by filling in the context of Brazil’s turbulent history in the 60s and highlighting Pelé’s participation in legitimising the military coup. Pelé maintains his ingenuous stance was entirely non-political, but there is a degree of bitterness on show from contemporaries who didn’t have his celebrity privilege. And it’s eye-opening to see the tensions preceding the 1970 World Cup, given Brazil’s triumph, seemed pre-ordained. But Pelé still possesses plenty of untarnished lustre as, arguably, the world’s first black sporting superstar, and the gold standard for footballing achievement for decades. (The Viagra ads he did at the turn of the millennium somehow don’t get a mention.) This valedictory film allows sober recognition for all that he did. • Available from 23 February on Netflix.",Pelé,FILM
Blush review – midlife crisis drama leaves you discontent and unfulfilled ,"As the lead turn in this burb-midlife crisis dramedy, Wendi McLendon-Covey repeatedly does a facial expression which can best be called stunned-discontentment-and-incredulity. It is, if nothing else, appropriate for the very eventful script from writer-director Debra Eisenstadt, that packs in loads of ideas and situations, and brings us to a series of contrived seriocomic crises, after which the dramatic temperature is reset to normal in the succeeding scene. At one stage McLendon-Covey’s character gets hit by a car, and simply limps away with the same satirically grumpy face and a bruise to show for it. It’s not totally clear if the surreal effect is intentional. McLendon-Covey plays Cathy, a woman who is bored and unfulfilled in her uptight marriage to Matthew (Steve Little, the dorky teacher Stevie Janowski from TV’s Eastbound &amp; Down) and anxious about her relationship with her teen daughter Tara – a very good performance from Kate Alberts. When she goes cat sitting for her querulous sister Gail (Catherine Curtin), Cathy finds herself fascinated by Gail’s dodgy neighbours: substance abuser Gemma Jean (Christine Woods), her husband Paul (Graham Sibley) and their teen son Xander (Max Burkholder). Gemma Jean shares inappropriately with Cathy, and both Paul and Xander seem attracted to her. Blush plays out along the classic American Beauty lines: menopausal sexual adventure for the grownups in ironic parallel with a disruptive emotional awakening for the teens a generation below. Tara even does an outrageously sexy group dance on the high-school stage which is taken straight from the Oscar-winning film. Matthew seems entirely enraptured by this, incidentally – odd, considering how cross he is later about Tara’s apparent relationship with a much older boy. In the end, this movie doesn’t really go anywhere or do anything. • Released on 22 February on digital platforms.",Blush,FILM
The Sinners review – inept teen horror dead on arrival,"Several past-it tropes from 1990s and 00s teen horror films strut the corridors of high school once more in this debut by director Courtney Paige. In a devoutly Christian small town, local preacher’s daughter Grace Carver (Kaitlyn Bernard) rebels against her conservative community by wearing scarlet lipstick and conducting a strenuously titillating affair with her BFF (very Cruel Intentions). The actual scandal though is her cultish clique, the Sins (very The Craft), founded with six of her naughtiest classmates. The group is so named because each member is reputed to embody a different one of the seven cardinal vices. Flirtatious Grace is Lust, rich girl Katie is Greed and so on. When “Pride”, AKA Aubrey (Brenna Llewellyn), is perceived to have transgressed their code – by recording her innermost thoughts in a leather-bound journal (very Mean Girls) – Grace and her acolytes commence a ruthless bullying campaign that culminates in Aubrey’s disappearance on the edge of the woods. The town’s well-meaning but bumbling sheriff, Fred Middleton (Aleks Paunovic), investigates (a nod to Scream’s Deputy Dewey), as a remorseful Grace scrambles to destroy any evidence of her involvement. Then the rest of the Sins start turning up dead, their corpses prettily accessorised with a single rose pressed between their lips. That would be enough to keep most girls quiet, but not Aubrey, whose verbose beyond-the-grave narration commits many sins against cinema’s first commandment of “show, don’t tell”. There is also one of those dastardly villains who, once unmasked, can’t resist putting off an escape to lay out their entire warped plan in detail. Even with such lengthy explanation, the characters’ motivations and plot twist doesn’t make much sense. At least The Sinners’ sexy-schoolgirl-corpse aesthetic – part Twin Peaks, part Ariana Grande music video – is too ineptly executed to truly offend. • Available from 22 February on digital platforms.",The Sinners,FILM
Rocks romps home at British independent film awards,"The much-praised London-set teen drama Rocks has emerged as the lead winner of the British independent film awards (Bifas), which were announced on Thursday in a virtual ceremony hosted by actor Tom Felton. Rocks, directed by Sarah Gavron and produced by Faye Ward and Ameenah Ayub Allen, stars Bukky Bakray as a girl left to look after her brother when her mother abandons them; it won five awards including best British independent film, best supporting actress for Kosar Ali, best supporting actor for D’Angelou Osei Kissiedu and best casting. Ali also won the award for most promising newcomer. Bakray, however, was surprisingly beaten in the race for the best actress award by Wunmi Mosaku, who co-starred in the Netflix refugee horror His House, which won four Bifas. Remi Weekes, the film’s writer-director, took home the best director award, and the film also won best effects and best production design. Next in number of awards with three was The Father, a study of dementia starring Anthony Hopkins. Hopkins won best actor, and the film won best screenplay and best editing. The night was a personal triumph for Riz Ahmed, who – despite losing out as best actor for rap drama Mogul Mowgli – took home the debut screenwriter award for the same film (for which he was jointly credited with the film’s director, Bassam Tariq) as well as the best British short film award for The Long Goodbye which he co-created to accompany his acclaimed album of the same name. Full list of awards Best British independent film Rocks Best director Remi Weekes, His House Best screenplay Florian Zeller, Christopher Hampton, The Father Best actress Wunmi Mosaku, His House Best actor Anthony Hopkins, The Father Best supporting actress Kosar Ali, Rocks Best supporting actor D’Angelou Osei Kissiedu, Rocks Douglas Hickox award (for debut director) Rose Glass, Saint Maud Breakthrough producer Irune Gurtubai, Limbo Debut screenwriter Riz Ahmed, Mogul Mowgli Most promising newcomer Kosar Ali, Rocks Best documentary The Reason I Jump Raindance discovery award Perfect 10 Best British short film The Long Goodbye Best international independent film Nomadland Best casting Rocks Best cinematography Saint Maud Best costume design Misbehaviour Best editing The Father Best effects  His House Best make up &amp; hair design Misbehaviour Best music Mogul Mowgli Best production design His House Best sound The Reason I Jump",Rocks,FILM
Zappa review – under the skin of the wild man of American rock,"This documentary about the hugely prolific Frank Zappa, directed by Alex “Bill Preston Esq” Winter, takes an unusually serious-minded approach to the celebrated wild man of 1960s and 70s American rock: ranging from his unusual childhood, to his ferocious work ethic, to his political-sphere interventions, this is a fruitful attempt to get under the skin of a figure who is renowned for lurking eccentrically at the music industry’s periphery. One thing it doesn’t focus much on is the music itself; perhaps the ongoing devotion of Zappa’s hardcore fans means there’s no compelling reason to introduce the work to a new generation. In Winter’s eyes, Zappa’s oddness was set early: the son of a chemical engineer who worked for an army poison gas lab, his musical interests were sparked by an album of experimental percussion by modernist composer Edgar Varèse (the exact quote: “the most frightening, evil, vile thing a human being could listen to; I couldn’t understand why people didn’t love it”); an early encounter with the law, which saw him ejected from the small-town studio he set up as a young man for supposedly agreeing to help make a “stag film”, set him on the way to embracing the counterculture in Los Angeles and later New York. The film is at pains to counter some of the more enduring Zappa myths: he was not some whacked-out hippy, avoided drugs, and worked with a focused dedication to realise his musical vision. The cost of this is spelled out: many of the musicians found him a distant presence, ready to ditch them once their purpose was served; his children had to pitch for his attention; and his wife Gail, who speaks here at length before her death in 2015, had to contend with Zappa’s well-known fondness for the groupie lifestyle and – to put it mildly – some unreconstructed views on women. Winter also devotes lengthy sequences to Zappa’s congressional testimony in opposition to labelling record lyrics, and his unlikely adoption as a cultural envoy by post-cold war Czechoslovakia. There’s perhaps a little too much telling us what a genius Zappa was without really letting us hear for ourselves; this perhaps also explains the stress laid on his “classical” compositions, as if to reinforce his serious-musician credentials. But there’s no denying Zappa’s personal charisma and devotion to his cause, nor his articulacy in its service. Winter has created a fascinating watch. • Available at Altitude.Film.",Zappa,FILM
Bad Tales review – horribly compelling urban fairytale,"There’s a diseased yellow cast to the photography here, a sawing anxiety in the score, which means that even a moment of joyous summer release – a water fight among children – is undermined by a lurking sense of unease. Bad Tales, the second feature film from Damiano and Fabio D’Innocenzo, is a slippery thing, an urban fairytale unfolding under cautionary storm clouds in a sweltering suburb of Rome. Three families, not friends exactly but neighbours in a state of churlish co-existence, are the focus of a story narrated by an unknown male. He claims that the tale comes from a girl’s diary, but seeds the possibility of untruths. There’s a trickle-down of toxicity in this disappointed backwater, which has as its source the men of the families. The children pick up on the resentment, the swaggering sexuality that bears a taint of aggrieved anger. What chance do these kids have? A pregnant teenager wears her parental unfitness with a mocking smirk; middle-school students Dennis and Alessia cling together as their father vents his unpredictable anger. And spindly Geremia struggles to talk to beautiful Viola, whose father discusses her academic mediocrity as if she weren’t present. Parental indifference is not attuned to the looming tragedy in this horribly compelling fable. Bad Tales is on Mubi",Bad Tales,FILM
Zappa review – a maverick sensibility,"Bill and Ted actor turned director Alex Winter brings a fan’s eye and a shared maverick sensibility to this suitably unruly documentary about rock musician and composer Frank Zappa. His music, it’s fair to say, is not for everyone, but the film succeeds in conveying the exhilarating connection felt by those who get it. Long-term Zappa collaborator Ruth Underwood plays the piano part of The Black Page, a piece described as being “the forefront of innovation in regard to rhythmic polymetric notation”. Her delighted smile when she nails it perfectly matches a photo of the same moment, on stage several decades previously, with Zappa beaming approval back at her. Winter had a lot to work with: Zappa kept an exhaustive archive of recordings and material, documenting every aspect of his wide-ranging career and frequently recalcitrant public persona. Key to the success of the film is the editing, a pinballing assault of free association, claymation and gleeful profanity, which goes some way towards recreating what it must have been like to spend time inside Zappa’s head. Zappa is available on Altitude.film",Zappa,FILM
IWOW: I Walk on Water review – freeform meditation on New York's dispossessed,"I Walk on Water is a hefty documentary project from artist and film-maker Khalik Allah: something that might be called an investigative meditation on the lives of the homeless, the marginal and the dispossessed in Harlem in New York City, and the film-maker’s own life. Lasting three hours and 19 minutes, it is an expansive collage of video, celluloid and 16mm, in colour and black-and-white, something close to underground cinema. Allah simply lets the camera roll open-endedly and talks to street people like the Haitian man nicknamed Frenchie (we never hear what his actual name is), whom he has photographed before. The director often uses the 125th Street subway station as his base of operations; he features rappers’ performances and also films the uniformed NYPD cops, whose faces are half-smiling masks of opaque indulgence. Allah brings his Italian girlfriend, Camila, into the story, recording his often agonised introspective conversations with her. (He reveals at one stage that apparently his film was going to be called “Camila”). He moreover bizarrely includes encounters with his own longsuffering parents: conversations during which he candidly reveals himself to be under the influence of shrooms and believes himself to be Jesus Christ – to his mother’s very considerable dismay. This sequence explains the title, and, also, on a slightly more serious level, could have something to do with his concerns for the lowly, the last whom Jesus said would be first. This is a film which has been described as “immersive”, though a sceptic might say that its sheer length means that audiences, however sympathetic, will inevitably at moments lose attention and de-immerse. Maybe some of it is redundant, and there are an awful lot of droning druggie conversations off-camera, including a very weird discussion about how awful brussels sprouts are. But the length is what gives it its texture, and its shapelessness is how it becomes exploratory, almost a real-time autobiography. Allah is asking profound questions, in his way, about what it is like to be people like Frenchie, to live outside the framework of connected prosperity. • Released on 26 February on digital platforms.",IWOW: I Walk on Water,FILM
Erēmīta (Anthologies) review – lockdown experiments of varying accomplishment,"Do not adjust your set. The long pauses of black screen during this studiedly serious anthology of experimental shorts made by cinematographers during the pandemic lockdown are deliberate. It’s been put together by the American-Egyptian director Sam Abbas, who invited five cinematographers to take part in his lockdown challenge, shooting a film on their phones. The result feels a bit like being fed a plate of arthouse vegetables, a collection of not always easy-to-watch films, randomly connected and with a total running time of 58 minutes that, to be honest, is a bit of a slog. The opening film is a purely experimental piece by Soledad Rodríguez, her camera prowling hungrily for images. She uses a filter or effect that makes even ordinary images look unsettlingly like a sci-fi or horror movie: in a wood, two dogs stand to attention and look like hounds of hell about to attack at any moment. Antoine Héberlé’s contribution, a self-conscious film with a new-wave feel about a woman sitting in her apartment listlessly staring out of her window, didn’t really work for me. Abbas has described the collection as being “about everything and nothing”. The film most obviously about something is directed by Alexis Zabé, the cinematographer behind the stunning images in Carlos Reygadas’s Post Tenebras Lux. Here he shoots an arresting mini-doc about a tent community of homeless people living in Venice Beach, Los Angeles. At the end, the camera lingers on a message attached to wire fencing: “Love. Be kind”. At first the letters seemed to me to be written in gold helium balloons. Actually, it’s yellow cordon tape – a hopeful message stamped all over with the words “caution”. I would happily watch 58 minutes of Zabé’s film, but in the main, these films would possibly work better on the walls of a gallery. • Released on 26 February on digital platforms.",Erēmīta (Anthologies),FILM
Woody Allen denies claims in Allen v Farrow HBO documentary ,"Woody Allen has rebutted renewed allegations, in the HBO documentary Allen v Farrow, that he sexually assaulted his daughter Dylan in 1992, calling the series “a hatchet job riddled with falsehoods”. In a statement to the Hollywood Reporter, Allen and his wife, Soon-Yi Previn, said that film-makers Amy Ziering and Kirby Dick had “spent years surreptitiously collaborating with the Farrows and their enablers to put together a hatchet job riddled with falsehoods”. They added: “As has been known for decades, these allegations are categorically false. Multiple agencies investigated them at the time and found that, whatever Dylan Farrow may have been led to believe, absolutely no abuse had ever taken place.” In a TV interview in 2018, Dylan Farrow denied she had been “brainwashed” or “coached” into making allegations against Allen. Allen v Farrow, which aired its first of four episodes on Sunday on HBO in the US, is described by Ziering and Dick as an investigation into the allegations, which emerged during the custody battle after Allen’s separation from Mia Farrow in 1992. Ziering also denied their film was “a collaboration … with [Dylan Farrow] or the family”. There has been no response so far from the Farrows regarding the claims made by Allen and Previn about the documentary. Allen has consistently denied any allegations of sexual abuse against Dylan Farrow, which were investigated in 1992-93 by Connecticut state police, the Child Sexual Abuse Clinic of Yale New Haven Hospital, and the New York Department of Social Services; none concluded that sexual assault had taken place. Mia Farrow and her son Ronan appear in Allen v Farrow, while Allen and Previn declined to participate. The statement says Allen and Previn “were approached less than two months ago and given only a matter of days ‘to respond’. Of course, they declined to do so.” Dylan’s brother Moses, who has defended Allen from the allegations, also reportedly declined to appear in the film. The Guardian spoke to the documentary’s lead investigator Amy Herdy who claims to have reached out to Allen’s team back in June 2018 but “got crickets back”. She added: “I know that they got my requests because I had an assistant on the phone” who said they were getting her emails. Ziering and Dick have previously worked together on a string of hard-hitting documentaries about sexual abuse, including the Oscar-nominated The Invisible War, which focused on rape in the US military and The Hunting Ground, about sex assaults on university campuses.",Woody Allen,OTHERS
Ayouni review – a raging lament for Syria's 'disappeared',"Director Yasmin Fedda, who is from a Palestinian and Syrian background and lectures in film at Queen Mary University of London, has created a powerful and urgent documentary tribute to those who have been “forcibly disappeared” by the Assad regime in Syria, estimated to be around 150,000 since 2011. Fedda focuses on two people: dissident writer and computer programmer Bassel Khartabil, who was abducted in October 2015 in Damascus, and Father Paolo Dall’Oglio, the hugely popular and admired Christian priest who was taken in July 2013 in Raqqa. She uses existing video of these two, from various family members and organisations, along with her own footage showing the campaigns of the loved ones left behind with their burden of anguish and their need to battle on and bring these crimes to the world’s attention. In particular, we talk to Bassel’s wife, Noura Ghazi, and Paolo’s sister Immacolata, or Machi. Their testimony is deeply moving: they are courageous, stoic, determined. It is heartbreaking to see Noura, so young and joyous in Bassel’s company, then careworn and marooned in a spiritual void of uncertainty about whether Bassel is alive or dead. It is wrenching also when Machi tells us of the choice she has to make: to stop thinking about her brother or to endure the pain of continuing to campaign, to post online, to keep the search alive, but with it the danger of unthinkably raw grief. As she poignantly puts it: “I prefer to take the risk of hoping.” The forcibly disappeared of Syria emerge from this film as comparable to los desaparecidos of Argentina in the dark days of the junta – a tyranny that was brought low at least partly due to the women who bore public witness to those taken. Released on 26 February on True Story.",Ayouni,FILM
